1, beach,minecraft:snowy_beach,MONSTER,iter_rpg:bloated,10,1,1
1, beach,minecraft:snowy_beach,MONSTER,rottencreatures:immortal,10,1,1
1, none,minecraft:stony_shore,MONSTER,iter_rpg:bloated,10,1,1
1, none,minecraft:stony_shore,MONSTER,rottencreatures:immortal,10,1,1
1,savanna, minecraft:savanna, MONSTER, alexsmobs:farseer,10,1,1
1,savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:farseer,10,1,1
1,savanna, minecraft:windswept_savanna, MONSTER, alexsmobs:farseer,10,1,1
1,none,minecraft:mushroom_fields, MONSTER, alexsmobs:farseer,10,1,1
1,beach,minecraft:beach,MONSTER, alexsmobs:farseer,10,1,1
1,beach,minecraft:snowy_beach,MONSTER, alexsmobs:farseer,10,1,1
1,none,minecraft:stony_shore,MONSTER, alexsmobs:farseer,10,1,1
1,forest,minecraft:forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,atmospheric:laurel_forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,autumnity:maple_forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,environmental:blossom_woods,MONSTER, alexsmobs:farseer,10,1,1
1,forest,minecraft:birch_forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,minecraft:flower_forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,minecraft:old_growth_birch_forest,MONSTER, alexsmobs:farseer,10,1,1
1,forest,minecraft:windswept_forest,MONSTER, alexsmobs:farseer,10,1,1
1,plains,minecraft:plains,MONSTER, alexsmobs:farseer,10,1,1
1,plains,autumnity:pumpkin_fields,MONSTER, alexsmobs:farseer,10,1,1
1,plains,environmental:blossom_valleys,MONSTER, alexsmobs:farseer,10,1,1
1,plains,minecraft:meadow,MONSTER, alexsmobs:farseer,10,1,1
1,plains,minecraft:sunflower_plains,MONSTER, alexsmobs:farseer,10,1,1
1,river,minecraft:river,MONSTER, alexsmobs:farseer,10,1,1
1,icy,minecraft:snowy_plains,MONSTER, alexsmobs:farseer,10,1,1
1,icy,minecraft:frozen_river,MONSTER, alexsmobs:farseer,10,1,1
1,icy,minecraft:snowy_taiga,MONSTER, alexsmobs:farseer,10,1,1
1,icy,minecraft:ice_spikes,MONSTER, alexsmobs:farseer,10,1,1
1,taiga,minecraft:taiga,MONSTER, alexsmobs:farseer,10,1,1
1,taiga,environmental:pine_barrens,MONSTER, alexsmobs:farseer,10,1,1
1,taiga,environmental:snowy_pine_barrens,MONSTER, alexsmobs:farseer,10,1,1
1,taiga,minecraft:old_growth_pine_taiga,MONSTER, alexsmobs:farseer,10,1,1
1,taiga,minecraft:old_growth_spruce_taiga,MONSTER, alexsmobs:farseer,10,1,1
1,desert,minecraft:desert,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:snowy_scrubland,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:scrubland,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:rocky_dunes,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:petrified_dunes,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:dunes,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:flourishing_dunes,MONSTER, alexsmobs:farseer,10,1,1
1,desert,atmospheric:spiny_thicket,MONSTER, alexsmobs:farseer,10,1,1
1,badlands,minecraft:badlands,MONSTER, alexsmobs:farseer,10,1,1
1,badlands,minecraft:wooded_badlands,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,minecraft:jungle,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,atmospheric:rainforest_basin,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,atmospheric:rainforest,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,atmospheric:sparse_rainforest,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,atmospheric:sparse_rainforest_basin,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,atmospheric:kousa_jungle,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,minecraft:sparse_jungle,MONSTER, alexsmobs:farseer,10,1,1
1,jungle,minecraft:bamboo_jungle,MONSTER, alexsmobs:farseer,10,1,1
1,swamp,minecraft:swamp,MONSTER, alexsmobs:farseer,10,1,1
1,swamp,environmental:marsh,MONSTER, alexsmobs:farseer,10,1,1
1,swamp,minecraft:mangrove_swamp,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:lukewarm_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:deep_lukewarm_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:deep_cold_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:cold_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:deep_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,ocean,minecraft:warm_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,frozen_ocean,minecraft:frozen_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,frozen_ocean,minecraft:deep_frozen_ocean,MONSTER, alexsmobs:farseer,10,1,1
1,dark_forest,minecraft:dark_forest,MONSTER, alexsmobs:farseer,10,1,1
1,dark_forest,atmospheric:aspen_parkland,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:frozen_peaks,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:windswept_hills,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:windswept_gravelly_hills,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:grove,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:jagged_peaks,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:stony_peaks,MONSTER, alexsmobs:farseer,10,1,1
1,mountains,minecraft:snowy_slopes,MONSTER, alexsmobs:farseer,10,1,1
1,lush_caves,minecraft:lush_caves,MONSTER, alexsmobs:farseer,10,1,1
1,none,galosphere:crystal_canyons,MONSTER, alexsmobs:farseer,10,1,1
1,none,galosphere:lichen_caves,MONSTER, alexsmobs:farseer,10,1,1
1,none,minecraft:dripstone_caves,MONSTER, alexsmobs:farseer,10,1,1
1,forest,environmental:blossom_woods,MONSTER,alexsmobs:murmur,10,1,1
1,plains,environmental:blossom_valleys,MONSTER,alexsmobs:murmur,10,1,1
1,savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,none,minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,beach,minecraft:beach,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,beach,minecraft:snowy_beach,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,none,minecraft:stony_shore,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,minecraft:forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,atmospheric:laurel_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,autumnity:maple_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,environmental:blossom_woods,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,minecraft:birch_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,minecraft:flower_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,minecraft:old_growth_birch_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,forest,minecraft:windswept_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,plains,minecraft:plains,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,plains,autumnity:pumpkin_fields,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,plains,environmental:blossom_valleys,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,plains,minecraft:meadow,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,plains,minecraft:sunflower_plains,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,river,minecraft:river,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,icy,minecraft:snowy_plains,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,icy,minecraft:frozen_river,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,icy,minecraft:snowy_taiga,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,icy,minecraft:ice_spikes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,taiga,minecraft:taiga,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,taiga,environmental:pine_barrens,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,taiga,environmental:snowy_pine_barrens,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,taiga,minecraft:old_growth_pine_taiga,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,taiga,minecraft:old_growth_spruce_taiga,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,minecraft:desert,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:snowy_scrubland,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:scrubland,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:rocky_dunes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:petrified_dunes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:dunes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:flourishing_dunes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,desert,atmospheric:spiny_thicket,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,badlands,minecraft:badlands,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,badlands,minecraft:wooded_badlands,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,minecraft:jungle,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,atmospheric:rainforest_basin,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,atmospheric:rainforest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,atmospheric:sparse_rainforest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,atmospheric:sparse_rainforest_basin,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,atmospheric:kousa_jungle,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,minecraft:sparse_jungle,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,jungle,minecraft:bamboo_jungle,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,swamp,minecraft:swamp,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,swamp,environmental:marsh,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,swamp,minecraft:mangrove_swamp,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:lukewarm_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:deep_lukewarm_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:deep_cold_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:cold_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:deep_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,ocean,minecraft:warm_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,frozen_ocean,minecraft:frozen_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,frozen_ocean,minecraft:deep_frozen_ocean,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,dark_forest,minecraft:dark_forest,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,dark_forest,atmospheric:aspen_parkland,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:frozen_peaks,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:windswept_hills,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:windswept_gravelly_hills,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:grove,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:jagged_peaks,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:stony_peaks,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,mountains,minecraft:snowy_slopes,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,lush_caves,minecraft:lush_caves,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,none,galosphere:crystal_canyons,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,none,galosphere:lichen_caves,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,none,minecraft:dripstone_caves,MONSTER, born_in_chaos_v1:baby_skeleton,20,1,1
1,savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,none,minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,beach,minecraft:beach,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,beach,minecraft:snowy_beach,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,none,minecraft:stony_shore,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,minecraft:forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,atmospheric:laurel_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,autumnity:maple_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,environmental:blossom_woods,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,minecraft:birch_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,minecraft:flower_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,minecraft:old_growth_birch_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,forest,minecraft:windswept_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,plains,minecraft:plains,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,plains,autumnity:pumpkin_fields,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,plains,environmental:blossom_valleys,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,plains,minecraft:meadow,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,plains,minecraft:sunflower_plains,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,river,minecraft:river,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,icy,minecraft:snowy_plains,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,icy,minecraft:frozen_river,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,icy,minecraft:snowy_taiga,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,icy,minecraft:ice_spikes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,taiga,minecraft:taiga,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,taiga,environmental:pine_barrens,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,taiga,environmental:snowy_pine_barrens,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,taiga,minecraft:old_growth_pine_taiga,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,taiga,minecraft:old_growth_spruce_taiga,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,minecraft:desert,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:snowy_scrubland,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:scrubland,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:rocky_dunes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:petrified_dunes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:dunes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:flourishing_dunes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,desert,atmospheric:spiny_thicket,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,badlands,minecraft:badlands,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,badlands,minecraft:wooded_badlands,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,minecraft:jungle,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,atmospheric:rainforest_basin,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,atmospheric:rainforest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,atmospheric:sparse_rainforest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,atmospheric:sparse_rainforest_basin,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,atmospheric:kousa_jungle,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,minecraft:sparse_jungle,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,jungle,minecraft:bamboo_jungle,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,swamp,minecraft:swamp,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,swamp,environmental:marsh,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,swamp,minecraft:mangrove_swamp,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:lukewarm_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:deep_lukewarm_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:deep_cold_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:cold_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:deep_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,ocean,minecraft:warm_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,frozen_ocean,minecraft:frozen_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,frozen_ocean,minecraft:deep_frozen_ocean,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,dark_forest,minecraft:dark_forest,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,dark_forest,atmospheric:aspen_parkland,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:frozen_peaks,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:windswept_hills,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:windswept_gravelly_hills,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:grove,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:jagged_peaks,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:stony_peaks,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,mountains,minecraft:snowy_slopes,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,lush_caves,minecraft:lush_caves,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,none,galosphere:crystal_canyons,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,none,galosphere:lichen_caves,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,none,minecraft:dripstone_caves,MONSTER, born_in_chaos_v1:bonescaller,10,1,1
1,savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,none,minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,beach,minecraft:beach,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,beach,minecraft:snowy_beach,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,none,minecraft:stony_shore,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,minecraft:forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,atmospheric:laurel_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,autumnity:maple_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,environmental:blossom_woods,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,minecraft:birch_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,minecraft:flower_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,minecraft:old_growth_birch_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,forest,minecraft:windswept_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,plains,minecraft:plains,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,plains,autumnity:pumpkin_fields,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,plains,environmental:blossom_valleys,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,plains,minecraft:meadow,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,plains,minecraft:sunflower_plains,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,river,minecraft:river,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,icy,minecraft:snowy_plains,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,icy,minecraft:frozen_river,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,icy,minecraft:snowy_taiga,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,icy,minecraft:ice_spikes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,taiga,minecraft:taiga,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,taiga,environmental:pine_barrens,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,taiga,environmental:snowy_pine_barrens,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,taiga,minecraft:old_growth_pine_taiga,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,taiga,minecraft:old_growth_spruce_taiga,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,minecraft:desert,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:snowy_scrubland,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:scrubland,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:rocky_dunes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:petrified_dunes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:dunes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:flourishing_dunes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,desert,atmospheric:spiny_thicket,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,badlands,minecraft:badlands,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,badlands,minecraft:wooded_badlands,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,minecraft:jungle,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,atmospheric:rainforest_basin,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,atmospheric:rainforest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,atmospheric:sparse_rainforest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,atmospheric:sparse_rainforest_basin,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,atmospheric:kousa_jungle,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,minecraft:sparse_jungle,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,jungle,minecraft:bamboo_jungle,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,swamp,minecraft:swamp,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,swamp,environmental:marsh,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,swamp,minecraft:mangrove_swamp,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:lukewarm_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:deep_lukewarm_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:deep_cold_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:cold_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:deep_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,ocean,minecraft:warm_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,frozen_ocean,minecraft:frozen_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,frozen_ocean,minecraft:deep_frozen_ocean,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,dark_forest,minecraft:dark_forest,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,dark_forest,atmospheric:aspen_parkland,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:frozen_peaks,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:windswept_hills,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:windswept_gravelly_hills,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:grove,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:jagged_peaks,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:stony_peaks,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,mountains,minecraft:snowy_slopes,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,lush_caves,minecraft:lush_caves,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,none,galosphere:crystal_canyons,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,none,galosphere:lichen_caves,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,none,minecraft:dripstone_caves,MONSTER, born_in_chaos_v1:decaying_zombie,10,1,2
1,savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton,10,2,3
1,savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decrepit_skeleton,10,2,3
1,savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton,10,2,3
