1, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
370, bettermineshafts:mineshaft_red_desert, AMBIENT, alexsmobs:underminer, 50, 1, 1
371, bettermineshafts:mineshaft_spruce, HEADING, header:ignore, 0, 0, 0
372, bettermineshafts:mineshaft_spruce, AMBIENT, alexsmobs:underminer, 50, 1, 1
373, bettermineshafts:mineshaft_spruce_snowy, HEADING, header:ignore, 0, 0, 0
374, bettermineshafts:mineshaft_spruce_snowy, AMBIENT, alexsmobs:underminer, 50, 1, 1
375, bettermineshafts:mineshaft_overgrown, HEADING, header:ignore, 0, 0, 0
376, bettermineshafts:mineshaft_overgrown, AMBIENT, alexsmobs:underminer, 50, 1, 1
377, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
378, bettermineshafts:mineshaft_dripstone, AMBIENT, alexsmobs:underminer, 50, 1, 1
379, idas:pillager_fortress, HEADING, header:ignore, 0, 0, 0
380, idas:tinkers_workshop, HEADING, header:ignore, 0, 0, 0
381, idas:ruins_of_the_deep, HEADING, header:ignore, 0, 0, 0
382, graveyard:memorial_tree, HEADING, header:ignore, 0, 0, 0
383, irons_spellbooks:mountain_tower, HEADING, header:ignore, 0, 0, 0
384, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
385, graveyard:dead_tree, HEADING, header:ignore, 0, 0, 0
386, idas:sunken_ship/sunken_ship, HEADING, header:ignore, 0, 0, 0
387, idas:sunken_ship/sunken_ship, MONSTER, quark:wraith, 10, 1, 2
388, idas:sunken_ship/sunken_ship_coral, HEADING, header:ignore, 0, 0, 0
389, idas:sunken_ship/sunken_ship_coral, MONSTER, quark:wraith, 10, 1, 2
390, idas:sunken_ship/sunken_ship_ruins, HEADING, header:ignore, 0, 0, 0
391, graveyard:mushroom_grave, HEADING, header:ignore, 0, 0, 0
392, idas:animal_den/foxhound_den, HEADING, header:ignore, 0, 0, 0
393, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
394, netherdepthsupgrade:nether_fortress_piece, HEADING, header:ignore, 0, 0, 0
395, netherdepthsupgrade:nether_fortress_piece, WATER_AMBIENT, netherdepthsupgrade:blazefish, 10, 3, 4
396, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
397, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
398, aquamirae:outpost, MONSTER, minecraft:vindicator, 10, 1, 1
399, graveyard:crypt, HEADING, header:ignore, 0, 0, 0
400, graveyard:crypt, MONSTER, graveyard:acolyte, 25, 1, 1
401, graveyard:crypt, MONSTER, graveyard:corrupted_vindicator, 35, 1, 3
402, graveyard:crypt, MONSTER, graveyard:corrupted_pillager, 35, 1, 3
403, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
404, tetra:regular_ruin, HEADING, header:ignore, 0, 0, 0
405, tetra:regular_ruin, MONSTER, minecraft:stray, 10, 4, 12
406, tetra:extractor_ruin, HEADING, header:ignore, 0, 0, 0
407, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
408, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
409, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
410, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
411, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
412, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
413, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
414, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
415, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
416, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
417, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
418, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
419, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
420, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
421, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
422, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
423, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
424, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
425, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
426, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
427, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
428, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
429, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
430, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
431, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
432, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
433, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
434, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
435, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
436, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
437, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
438, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
439, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
440, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
441, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
442, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
443, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
444, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
445, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
446, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
447, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
448, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
449, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
450, towns_and_towers:exclusives/pillager_outpost_mediterranean, HEADING, header:ignore, 0, 0, 0
451, towns_and_towers:exclusives/pillager_outpost_mediterranean, MONSTER, minecraft:pillager, 10, 1, 2
452, towns_and_towers:exclusives/pillager_outpost_tudor, HEADING, header:ignore, 0, 0, 0
453, towns_and_towers:exclusives/pillager_outpost_tudor, MONSTER, minecraft:pillager, 10, 1, 2
454, towns_and_towers:exclusives/pillager_outpost_classic, HEADING, header:ignore, 0, 0, 0
455, towns_and_towers:exclusives/pillager_outpost_classic, MONSTER, minecraft:pillager, 10, 1, 2
456, towns_and_towers:exclusives/pillager_outpost_oriental, HEADING, header:ignore, 0, 0, 0
457, towns_and_towers:exclusives/pillager_outpost_oriental, MONSTER, minecraft:pillager, 10, 1, 2
458, towns_and_towers:exclusives/pillager_outpost_swedish, HEADING, header:ignore, 0, 0, 0
459, towns_and_towers:exclusives/pillager_outpost_swedish, MONSTER, minecraft:pillager, 10, 1, 2
460, towns_and_towers:exclusives/pillager_outpost_iberian, HEADING, header:ignore, 0, 0, 0
461, towns_and_towers:exclusives/pillager_outpost_iberian, MONSTER, minecraft:pillager, 10, 1, 2
462, towns_and_towers:exclusives/pillager_outpost_rustic, HEADING, header:ignore, 0, 0, 0
463, towns_and_towers:exclusives/pillager_outpost_rustic, MONSTER, minecraft:pillager, 10, 1, 2
464, idas:cottage, HEADING, header:ignore, 0, 0, 0
465, idas:animal_den/forest_den, HEADING, header:ignore, 0, 0, 0
466, idas:animal_den/polar_bear_den, HEADING, header:ignore, 0, 0, 0
467, idas:lumber_camp/lumber_camp_oak, HEADING, header:ignore, 0, 0, 0
468, idas:lumber_camp/lumber_camp_spruce, HEADING, header:ignore, 0, 0, 0
469, idas:lumber_camp/lumber_camp_birch, HEADING, header:ignore, 0, 0, 0
470, idas:lumber_camp/lumber_camp_jungle, HEADING, header:ignore, 0, 0, 0
471, idas:lumber_camp/lumber_camp_acacia, HEADING, header:ignore, 0, 0, 0
472, idas:lumber_camp/lumber_camp_dark_oak, HEADING, header:ignore, 0, 0, 0
473, idas:lumber_camp/lumber_camp_bygredwood, HEADING, header:ignore, 0, 0, 0
474, idas:lumber_camp/lumber_camp_bopredwood, HEADING, header:ignore, 0, 0, 0
475, idas:lumber_camp/lumber_camp_bygmahogany, HEADING, header:ignore, 0, 0, 0
476, idas:lumber_camp/lumber_camp_bopmahogany, HEADING, header:ignore, 0, 0, 0
477, idas:desert_camp/desert_camp, HEADING, header:ignore, 0, 0, 0
478, idas:desert_camp/desert_camp_red, HEADING, header:ignore, 0, 0, 0
479, idas:desert_camp/desert_camp_orange, HEADING, header:ignore, 0, 0, 0
480, idas:desert_camp/desert_camp_bygwindswept, HEADING, header:ignore, 0, 0, 0
481, idas:ancient_statue/ancient_statue_plains, HEADING, header:ignore, 0, 0, 0
482, idas:ancient_statue/ancient_statue_jungle, HEADING, header:ignore, 0, 0, 0
483, idas:ancient_statue/ancient_statue_desert, HEADING, header:ignore, 0, 0, 0
484, idas:washing_camp, HEADING, header:ignore, 0, 0, 0
485, idas:desert_market/desert_market, HEADING, header:ignore, 0, 0, 0
486, idas:desert_market/desert_market_red, HEADING, header:ignore, 0, 0, 0
487, idas:desert_market/desert_market_orange, HEADING, header:ignore, 0, 0, 0
488, idas:pillager_camp, HEADING, header:ignore, 0, 0, 0
489, friendsandfoes:illusioner_training_grounds, HEADING, header:ignore, 0, 0, 0
490, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:illusioner, 10, 1, 1
491, friendsandfoes:illusioner_training_grounds, MONSTER, minecraft:pillager, 10, 1, 2
492, graveyard:large_graveyard, HEADING, header:ignore, 0, 0, 0
493, graveyard:large_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
494, graveyard:large_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
495, graveyard:large_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
496, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
497, incendium:abandoned_tower, HEADING, header:ignore, 0, 0, 0
498, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
499, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
500, incendium:infernal_altar, HEADING, header:ignore, 0, 0, 0
501, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
502, idas:ancient_portal/nether_ancient_portal, HEADING, header:ignore, 0, 0, 0
503, idas:ancient_portal/nether_ancient_portal, MONSTER, quark:wraith, 10, 1, 1
504, idas:necromancers_spire, HEADING, header:ignore, 0, 0, 0
505, idas:necromancers_spire, MONSTER, quark:wraith, 10, 1, 1
506, autumnity:maple_hut, HEADING, header:ignore, 0, 0, 0
507, autumnity:maple_hut, MONSTER, minecraft:witch, 10, 1, 1
508, autumnity:maple_hut, CREATURE, minecraft:cat, 10, 1, 1
509, betterjungletemples:jungle_temple, HEADING, header:ignore, 0, 0, 0
510, friendsandfoes:iceologer_cabin, HEADING, header:ignore, 0, 0, 0
511, friendsandfoes:iceologer_cabin, MONSTER, minecraft:pig, 10, 1, 1
512, dungeons_arise:greenwood_pub, HEADING, header:ignore, 0, 0, 0
513, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
514, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
515, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
516, dungeons_arise:bathhouse, HEADING, header:ignore, 0, 0, 0
517, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
518, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
519, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 10, 1, 5
520, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
521, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 10, 1, 3
522, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 10, 1, 1
