1, none, minecraft:the_void, MONSTER, iter_rpg:air_elemental, 12, 1, 2
852, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
853, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
854, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
855, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
856, forest, minecraft:flower_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
857, forest, minecraft:flower_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
858, forest, minecraft:flower_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
859, forest, minecraft:flower_forest, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
860, forest, minecraft:flower_forest, MONSTER, epicsamurai:enenra, 10, 1, 2
861, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
862, forest, minecraft:flower_forest, MONSTER, iter_rpg:bloated, 10, 1, 1
863, forest, minecraft:flower_forest, MONSTER, iter_rpg:void_elemental, 10, 1, 1
864, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
865, forest, minecraft:flower_forest, MONSTER, iter_rpg:water_elemental, 16, 1, 2
866, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
867, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
868, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
869, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
870, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
871, forest, minecraft:flower_forest, MONSTER, meetyourfight:bellringer, 10, 1, 1
872, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:flower_fields_enderman, 20, 1, 1
873, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 40, 8, 8
874, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 40, 8, 8
875, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
876, forest, minecraft:flower_forest, CREATURE, naturalist:snail, 10, 2, 3
877, forest, minecraft:flower_forest, CREATURE, naturalist:snake, 10, 1, 1
878, forest, minecraft:flower_forest, CREATURE, naturalist:bear, 10, 1, 2
879, forest, minecraft:flower_forest, CREATURE, naturalist:deer, 10, 1, 3
880, forest, minecraft:flower_forest, CREATURE, naturalist:cardinal, 10, 1, 4
881, forest, minecraft:flower_forest, CREATURE, naturalist:robin, 10, 1, 4
882, forest, minecraft:flower_forest, CREATURE, naturalist:butterfly, 10, 1, 3
883, forest, minecraft:flower_forest, CREATURE, minecraft:fox, 10, 2, 4
884, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
885, forest, minecraft:flower_forest, CREATURE, naturalist:lizard, 15, 1, 2
886, forest, minecraft:flower_forest, CREATURE, friendsandfoes:moobloom, 32, 2, 4
887, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 40, 2, 4
888, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 40, 2, 4
889, forest, minecraft:flower_forest, CREATURE, environmental:deer, 16, 4, 4
890, forest, minecraft:flower_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
891, forest, minecraft:flower_forest, CREATURE, crittersandcompanions:ferret, 10, 2, 3
892, forest, minecraft:flower_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
893, forest, minecraft:flower_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
894, forest, minecraft:flower_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
895, forest, minecraft:flower_forest, CREATURE, alexsmobs:crow, 10, 3, 5
896, forest, minecraft:flower_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
897, forest, minecraft:flower_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
898, forest, minecraft:flower_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
899, forest, minecraft:flower_forest, CREATURE, goodall:songbird, 10, 1, 3
900, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 40, 1, 1
901, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
902, forest, minecraft:flower_forest, AMBIENT, naturalist:firefly, 10, 2, 3
903, forest, minecraft:flower_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
904, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
905, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
906, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
907, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
908, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
909, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
910, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
911, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
912, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
913, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
914, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
915, forest, minecraft:flower_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
916, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
917, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
918, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
919, forest, minecraft:birch_forest, MONSTER, minecraft:spider, 80, 4, 4
920, forest, minecraft:birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
921, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
922, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
923, forest, minecraft:birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
924, forest, minecraft:birch_forest, MONSTER, minecraft:slime, 80, 4, 4
925, forest, minecraft:birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
926, forest, minecraft:birch_forest, MONSTER, minecraft:witch, 5, 1, 1
927, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
928, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
929, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
930, forest, minecraft:birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
931, forest, minecraft:birch_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
932, forest, minecraft:birch_forest, MONSTER, iter_rpg:air_elemental, 12, 1, 2
933, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
934, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
935, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
936, forest, minecraft:birch_forest, MONSTER, iter_rpg:scallop, 32, 1, 6
937, forest, minecraft:birch_forest, MONSTER, quark:stoneling, 80, 1, 1
938, forest, minecraft:birch_forest, MONSTER, quark:toretoise, 80, 2, 4
939, forest, minecraft:birch_forest, MONSTER, epicsamurai:kitsune, 10, 1, 3
940, forest, minecraft:birch_forest, MONSTER, iter_rpg:giant_spider, 10, 1, 1
941, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
942, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
943, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
944, forest, minecraft:birch_forest, MONSTER, minecraft:illusioner, 10, 1, 1
945, forest, minecraft:birch_forest, MONSTER, majruszsdifficulty:tank, 10, 1, 1
946, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
947, forest, minecraft:birch_forest, MONSTER, iter_rpg:spiderling, 10, 3, 5
948, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
949, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
950, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
951, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
952, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
953, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
954, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
955, forest, minecraft:birch_forest, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
956, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
957, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
958, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
959, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
960, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
961, forest, minecraft:birch_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
962, forest, minecraft:birch_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
963, forest, minecraft:birch_forest, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
964, forest, minecraft:birch_forest, MONSTER, epicsamurai:enenra, 10, 1, 2
965, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
966, forest, minecraft:birch_forest, MONSTER, iter_rpg:bloated, 10, 1, 1
967, forest, minecraft:birch_forest, MONSTER, iter_rpg:void_elemental, 10, 1, 1
968, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
969, forest, minecraft:birch_forest, MONSTER, iter_rpg:water_elemental, 16, 1, 2
970, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
971, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
972, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
973, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
974, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
975, forest, minecraft:birch_forest, MONSTER, meetyourfight:bellringer, 10, 1, 1
976, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 40, 4, 4
977, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 40, 4, 4
978, forest, minecraft:birch_forest, CREATURE, naturalist:snail, 10, 2, 3
979, forest, minecraft:birch_forest, CREATURE, naturalist:snake, 10, 1, 1
980, forest, minecraft:birch_forest, CREATURE, naturalist:bear, 10, 1, 2
981, forest, minecraft:birch_forest, CREATURE, naturalist:deer, 10, 1, 3
982, forest, minecraft:birch_forest, CREATURE, naturalist:cardinal, 10, 1, 4
983, forest, minecraft:birch_forest, CREATURE, naturalist:robin, 10, 1, 4
984, forest, minecraft:birch_forest, CREATURE, naturalist:butterfly, 10, 1, 3
985, forest, minecraft:birch_forest, CREATURE, minecraft:fox, 10, 2, 4
986, forest, minecraft:birch_forest, CREATURE, minecraft:rabbit, 10, 2, 3
987, forest, minecraft:birch_forest, CREATURE, naturalist:lizard, 15, 1, 2
988, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 40, 2, 4
989, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 40, 2, 4
990, forest, minecraft:birch_forest, CREATURE, environmental:deer, 16, 4, 4
991, forest, minecraft:birch_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
992, forest, minecraft:birch_forest, CREATURE, crittersandcompanions:ferret, 10, 2, 3
993, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
994, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
995, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow, 10, 3, 5
996, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
997, forest, minecraft:birch_forest, CREATURE, alexsmobs:sugar_glider, 15, 2, 4
998, forest, minecraft:birch_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
999, forest, minecraft:birch_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1000, forest, minecraft:birch_forest, CREATURE, goodall:songbird, 10, 1, 3
1001, forest, minecraft:birch_forest, CREATURE, goodall:deer, 15, 1, 1
1002, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 40, 1, 1
1003, forest, minecraft:birch_forest, CREATURE, minecraft:sheep, 40, 4, 8
1004, forest, minecraft:birch_forest, CREATURE, minecraft:cow, 40, 4, 8
1005, forest, minecraft:birch_forest, CREATURE, minecraft:pig, 40, 4, 8
1006, forest, minecraft:birch_forest, CREATURE, minecraft:chicken, 40, 4, 8
1007, forest, minecraft:birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1008, forest, minecraft:birch_forest, AMBIENT, naturalist:firefly, 10, 2, 3
1009, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1010, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1011, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1012, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1013, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1014, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1015, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1016, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1017, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1018, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1019, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1020, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1021, forest, minecraft:birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1022, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1023, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1024, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1025, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
1026, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
1027, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1028, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1029, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
1030, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
1031, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
1032, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1033, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1034, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1035, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1036, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1037, forest, minecraft:dark_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1038, forest, minecraft:dark_forest, MONSTER, iter_rpg:air_elemental, 12, 1, 2
1039, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1040, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1041, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1042, forest, minecraft:dark_forest, MONSTER, iter_rpg:scallop, 32, 1, 6
1043, forest, minecraft:dark_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1044, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
1045, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 80, 2, 4
1046, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 75, 2, 2
1047, forest, minecraft:dark_forest, MONSTER, epicsamurai:kitsune, 10, 1, 3
1048, forest, minecraft:dark_forest, MONSTER, iter_rpg:giant_spider, 10, 1, 1
1049, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1050, forest, minecraft:dark_forest, MONSTER, graveyard:reaper, 10, 2, 3
1051, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
1052, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1053, forest, minecraft:dark_forest, MONSTER, minecraft:illusioner, 10, 1, 1
1054, forest, minecraft:dark_forest, MONSTER, majruszsdifficulty:tank, 10, 1, 1
1055, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
1056, forest, minecraft:dark_forest, MONSTER, iter_rpg:spiderling, 10, 3, 5
1057, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dark_vortex, 11, 1, 1
1058, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
1059, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
1060, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:spirit_guide, 12, 1, 1
1061, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:restless_spirit, 15, 1, 1
1062, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 15, 1, 1
1063, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
1064, forest, minecraft:dark_forest, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
1065, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
1066, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
1067, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
1068, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
1069, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1070, forest, minecraft:dark_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1071, forest, minecraft:dark_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1072, forest, minecraft:dark_forest, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
1073, forest, minecraft:dark_forest, MONSTER, epicsamurai:enenra, 10, 1, 2
1074, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
1075, forest, minecraft:dark_forest, MONSTER, iter_rpg:bloated, 10, 1, 1
1076, forest, minecraft:dark_forest, MONSTER, iter_rpg:void_elemental, 10, 1, 1
1077, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 26, 1, 1
1078, forest, minecraft:dark_forest, MONSTER, iter_rpg:water_elemental, 16, 1, 2
1079, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
1080, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
1081, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
1082, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
1083, forest, minecraft:dark_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1084, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
1085, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 20, 1, 1
1086, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 40, 4, 4
1087, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 40, 4, 4
1088, forest, minecraft:dark_forest, CREATURE, naturalist:snail, 10, 2, 3
1089, forest, minecraft:dark_forest, CREATURE, naturalist:snake, 10, 1, 1
1090, forest, minecraft:dark_forest, CREATURE, naturalist:bear, 10, 1, 2
1091, forest, minecraft:dark_forest, CREATURE, naturalist:deer, 10, 1, 3
1092, forest, minecraft:dark_forest, CREATURE, naturalist:cardinal, 10, 1, 4
1093, forest, minecraft:dark_forest, CREATURE, naturalist:robin, 10, 1, 4
1094, forest, minecraft:dark_forest, CREATURE, naturalist:butterfly, 10, 1, 3
1095, forest, minecraft:dark_forest, CREATURE, minecraft:fox, 10, 2, 4
1096, forest, minecraft:dark_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1097, forest, minecraft:dark_forest, CREATURE, naturalist:lizard, 15, 1, 2
1098, forest, minecraft:dark_forest, CREATURE, goodall:owl, 10, 1, 1
1099, forest, minecraft:dark_forest, CREATURE, cnb:sporeling, 70, 3, 5
1100, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 40, 2, 4
1101, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 40, 2, 4
1102, forest, minecraft:dark_forest, CREATURE, environmental:deer, 16, 4, 4
1103, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
1104, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:ferret, 10, 2, 3
1105, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1106, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1107, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1108, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1109, forest, minecraft:dark_forest, CREATURE, alexsmobs:potoo, 15, 1, 1
1110, forest, minecraft:dark_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
1111, forest, minecraft:dark_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1112, forest, minecraft:dark_forest, CREATURE, goodall:songbird, 10, 1, 3
1113, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 40, 1, 1
1114, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
1115, forest, minecraft:dark_forest, AMBIENT, naturalist:firefly, 10, 2, 3
1116, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1117, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1118, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1119, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1120, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1121, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1122, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
1123, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1124, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1125, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1126, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1127, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1128, forest, minecraft:dark_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1129, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1130, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1131, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1132, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1133, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1134, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1135, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1136, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1137, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1138, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1139, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1140, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1141, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1142, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1143, forest, minecraft:old_growth_birch_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1144, forest, minecraft:old_growth_birch_forest, MONSTER, rottencreatures:undead_miner, 20, 1, 4
1145, forest, minecraft:old_growth_birch_forest, MONSTER, iter_rpg:air_elemental, 12, 1, 2
1146, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
1147, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
1148, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
1149, forest, minecraft:old_growth_birch_forest, MONSTER, iter_rpg:scallop, 32, 1, 6
1150, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1151, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 80, 1, 1
1152, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 80, 2, 4
1153, forest, minecraft:old_growth_birch_forest, MONSTER, iter_rpg:giant_spider, 10, 1, 1
1154, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
1155, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
1156, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
1157, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:illusioner, 10, 1, 1
